Block,Timestamp,st_yeth_crvusd_with_chainlink,st_yeth_crvusd_no_chainlink,eth_crvusd
18695712,1701483803,2124.59936884925079193855348620960295496783651002439056091653978652843007998841,2118.28740948509207627797198643136775888612578209072900970069002364460704791404,2102.75169289742568302901156373543994396235866760250089754371617524830871850430
18695840,1701485375,2124.60370444193254349631348112565992204030982921008047709376538317440104091461,2118.18461483328305891143714637254095090232021623093211836385360924936758193390,2102.75169289742568302901156373543994396235866760250089754371617524830871850430
18695968,1701486923,2121.93582938887035053974390031000248037449806855794611209289222802112792883432,2118.38004393489907793697952114003442187980565144897764754278095537858175817283,2100.10676178371770887626322314999353126167095389952508721254387224798844318997
18696096,1701488471,2121.94009341681449881636880803283994491640673988850376892858053847218251138628,2120.23422961719499981202806669176700467955085686502282260657476760139828032000,2100.10676178371770887626322314999353126167095389952508721254387224798844318997
18696224,1701490019,2123.28297535339257272434355986510312466567075702846843080499687450066857665608,2120.88789701691836319693579367004740102685962865835032467245298833680350660337,2101.43160355556786740300882147215637223920621504735929440266947617672573041290
18696352,1701491555,2123.28745933061416462379600150820394840930404867894920902752533158630085267937,2120.66661278844567076768306719660744278393372670357441385684226245723533055605,2101.43160355556786740300882147215637223920621504735929440266947617672573041290
18696480,1701493103,2123.21846427817763609238695209595816383827525669332274486820362607257433901324,2120.71780747844328778017829071043439738080665151653623707136897964435272999509,2101.35909604475543903462536470084268239157235306403910430105357630898106782460
18696608,1701494639,2123.22327130243574739370231753176957472765597132392313311046601511748713401812,2121.72130165389794698599421777758588193834599641991873007625928691196102850755,2101.35909604475543903462536470084268239157235306403910430105357630898106782460
18696736,1701496175,2123.22762520135855854851645049874767837260757393312093285668602369195970093979,2124.50408494319329748856174452463062734794379209440597072485696696699541173517,2101.35909604475543903462536470084268239157235306403910430105357630898106782460
18696864,1701497711,2125.74675371843475949080354648964233167778472887405612412125990127326939039564,2126.98513017156635625295279109128069786698208042318749221911380555209968177605,2103.84808353213788640172842279312392687445117347128758404717792884548427363897
18696992,1701499271,2125.75130391317101482534314628564337962330904779223312168793286546529400838604,2127.90393051101994422110751063743317980047046067389467577165434809052169398189,2103.84808353213788640172842279312392687445117347128758404717792884548427363897
18697120,1701500819,2133.21788011676651172951948384333948845964757790807278900510470995031559112775,2128.11002762481355990878357710672060729514811006830445002699476067061754956145,2111.23348351445298813054265237140735356537887084233009876343216702332549757846
18697248,1701502379,2133.22219996488184677137207297852816547807227571725239289118056539069953613731,2129.35274994391394300899960012191630906613465105737849676664298521605149094002,2111.23348351445298813054265237140735356537887084233009876343216702332549757846
18697376,1701503915,2128.58008561114059924879729797581311312877485129295670480723824944123179302579,2128.79694122162176044047437196961842796021062982745324841558877383094568889029,2106.63501852749033126865658908496509641431159927586263310470433349261785975996
18697504,1701505463,2126.36418938504113689469067715191071037455398986881854562235771918952551931644,2128.85928125148569044939970116785245479523136013774874139692670154112091065505,2104.42182990921785676898514478582052558273094775899116989616796759066747242355
18697632,1701507011,2126.38403121413338285348900784661280840776745029038461267502632562017419342740,2128.52799809977377765943895908558974376553449661601069107210448940494447738204,2104.42182990921785676898514478582052558273094775899116989616796759066747242355
18697760,1701508547,2130.48149163518138966802275350182167745993339441780560590026533099266644191744,2128.32779363629721739069419744977216881183112272930666316488354382194813179074,2108.46431048016907645988483939512830233106430668624651885022466946955241650284
18697888,1701510083,2130.49046763485775088833635733669941640504805594321252905300183644992520872558,2128.10696134195677076821684643718197114344510279069678337257744808002182510765,2108.46431048016907645988483939512830233106430668624651885022466946955241650284
18698016,1701511619,2134.53689986458328794054013557851089582268366126426736945940438524482623126824,2127.81893069737147311682923722428772260027577471379996821623370362479316752397,2112.46210217635657572594148747659285279189040020161988449011336903033060421830
18698144,1701513167,2134.47915139792878557924141267657459969866311600122917541688126834799536834402,2128.30759184715807520382102629919810426986317881192730809817043287948609076026,2112.46210217635657572594148747659285279189040020161988449011336903033060421830
18698272,1701514703,2133.23045638263277710344930790047513799698329733306394924641027834936753830818,2128.40361168444366591954228678442271391010791889362256775930880216709062077691,2111.22128787009689457401827486326572623556665896841639765447261816688702531681
18698400,1701516239,2133.23570938767183285767277036627867970721140793277524425075099140059815108593,2128.47151113633040502483405256019494743585904031629888647229198540069045174846,2111.22128787009689457401827486326572623556665896841639765447261816688702531681
18698528,1701517787,2133.23970396373417337471559067315120850785797585816217736226924451061231838336,2128.36630959947943603870690290749020056759580077400634696566310088241883467314,2111.22128787009689457401827486326572623556665896841639765447261816688702531681
18698656,1701519323,2131.37436326506690332521131413715792621623631457624099004850953118535178035162,2128.15116094066016737492697039166536428025973556121947671506876892032904198926,2109.37075787015611188377990712517726300203858098062459808760207332849357286434
18698784,1701520883,2131.37881305537527670847524518448713404201089376115780139123055532388846546968,2130.15938625965402322966030669285718308415369288292863527992770165655950462713,2109.37075787015611188377990712517726300203858098062459808760207332849357286434
18698912,1701522431,2134.50677278481483546742847675351096496346458775723010534682467731549809092814,2129.88549692974228679718494035259714757239534310928682836090135312582816002688,2112.46210217635657572594148747659285279189040020161988449011336903033060421830
18699040,1701523979,2134.51110186707786288499554869099628463816373696362361579233430661027633207911,2129.83335125481515974870624123753773232996456425374892001796175168463050102766,2112.46210217635657572594148747659285279189040020161988449011336903033060421830
18699168,1701525515,2137.34488941739206682341367240911225862021710344426962662534386286702524842052,2130.83377172413135201060726509373513421541771373259627393246879989587435946934,2115.26237834983037251802941253518035133529513254791106925082977000699466833439
18699296,1701527063,2137.35446643181268701985160915441616222400241699326542483437028726325219156855,2135.19224832359410989099146080402769580900241502881262116331872842000195024161,2115.26237834983037251802941253518035133529513254791106925082977000699466833439
18699424,1701528611,2137.81968411147509466463870869698937795730902466763322574109226713776792034259,2134.44345209117372922986214546716254429789656331630540010198418626195075156350,2115.71852978613955697044727213307364590826712272088048746235238245316313673628
18699552,1701530159,2127.41047875385970842850859487581405913758952973125984612841841224650477680007,2130.04803911896198869818063836170995857031811618048806386403583078794645982033,2105.41270269775646195402502976838559151409240709628960794495826984881040249660
18699680,1701531707,2127.41475523052214135985922836347562087595359424799574401057097870893094611525,2128.60959228387888532236911070895715081881798576667603392379033055097194619328,2105.41270269775646195402502976838559151409240709628960794495826984881040249660
18699808,1701533243,2136.29249284506366446788071716855452812481406547951672088765495515879984519928,2127.67055696813450963976920958592831826813406246583661670024817960616228064502,2114.19440932496692727868331813613298996083275444296122731712564774994112379479
18699936,1701534779,2136.29675245200502509845362792304499965834584763148327025367782293623979050606,2129.19088978988869310791758163937738244385819299828537282440827004960566562677,2114.19440932496692727868331813613298996083275444296122731712564774994112379479
18700064,1701536327,2129.66202135683360730690667615965640255147321544460623125424517202091016624584,2128.52333118178194683293826616513903026817699077220177224120095572286141001562,2107.62408684157697417194064515551304196664987109075073212645252610216913703450
18700192,1701537863,2129.66898522372378271344589891966497787916276221273557014373111121946981300217,2131.09809589045920480965699982100959501008442743443651124076393319255034394710,2107.62408684157697417194064515551304196664987109075073212645252610216913703450
18700320,1701539411,2129.67326424675711553919472819347529963166831642439795800473282216145572196322,2132.84553250686132947848022019729615051370327898837869027044498392802968744298,2107.62408684157697417194064515551304196664987109075073212645252610216913703450
18700448,1701540947,2147.82824269496924349854689887973029008435024444484748319553567260103055395366,2142.34391999501272308279881666432407785189644729732579283602864941878524466566,2125.58686342685023400248499298008105465762810294215984935642352073051288460538
18700576,1701542495,2177.91984430549892616049006017060582555993142966078595187705656740492168924173,2154.68046867703304011882583226826169517537596401779759291306314132957616234380,2155.36252729088672238195994723463240191154943288754600131757814548190591835892
18700704,1701544043,2179.55670724560464494206044357883978783206878995545686149528889623533163384034,2168.84382242156436569177641382759890239729879366238707974175162224505357928660,2156.97810301092697594733719079099954564505366742163601933346102267719980943174
18700832,1701545579,2182.19354834365785713871499063266364204393145524972671296969539584285317315141,2176.65303785596391798397195425298478183198816661662105694321276665666734090271,2159.58332301408142945352651829558438048182545580131476521863945715772374948210
18700960,1701547127,2188.26463530803118040047269420125545848811959112248163651309749766604941247892,2178.07061699433731201764740985744878299049012036917356163395555115764531953762,2165.58715495931099314598551218192581263845219393185021146493766500910451658572
18701088,1701548675,2188.26950971729057361543894723652273102886403543167051167361074823620797544379,2184.90486753621271537073805251999277650359632534060198827059659075353436921888,2165.58715495931099314598551218192581263845219393185021146493766500910451658572
18701216,1701550211,2188.27387223155218817728477984692505722666901863545585056599715210363608442369,2184.51595044510219279595297977459606942167667949587324552234923127204899199627,2165.58715495931099314598551218192581263845219393185021146493766500910451658572
18701344,1701551783,2187.99946317607771701316510294071202777562106884238030057021348281641112846907,2183.69152637499259895146878841672108401267949831739829102821856130081072479775,2165.31117290425832048852086418212410289895200806484798263703338254482921453214
18701472,1701553331,2188.00385921100239776186548644343889431970895052930237585025621070393507936144,2184.57023239334041656897780871363646709779240196588877837815321558135245035825,2165.31117290425832048852086418212410289895200806484798263703338254482921453214
18701600,1701554879,2204.51140058416936600076622600047235150690863962324043974551158692656604822536,2194.22784699787122969209468179400994508531544801897520374409422646445527142252,2181.64312453368233436466287659074551686772785753989228698772669422096829354596
18701728,1701556415,2192.82440885163611437268664770040718380730274256615690472602863519734591306044,2191.92568743069891662702623834793866252851658469872742703141440508513699900323,2170.07304042626623545428452277155131881344401139671063643433554075140423727373
18701856,1701557951,2188.23282718128337329833538975066700445461167887606997494458101113288817012307,2193.13874736182497474047332006194066648775088413341895616635407227260145333315,2165.52478099703077601975650433866860156948267113083443768151823439669631078621
18701984,1701559511,2188.23725773056431369800989175879735494315093502965551704160969216472244217537,2191.48194873915335321675884060956758660542299680324285715790153191305402795607,2165.52478099703077601975650433866860156948267113083443768151823439669631078621
18702112,1701561047,2188.24162011752760414700257710306317759663137500690469133316938381640412066926,2189.58732419823131211896272323351587367832353442043922816165820060140437727649,2165.52478099703077601975650433866860156948267113083443768151823439669631078621
18702240,1701562583,2196.92055120763955930799471644152560838806753302525607748558220221159751837537,2193.31004777540757523834307802122800176752109510594338244480190700727469566023,2174.10864677950144114313491902429908001932587154126074276788929364003766270114
18702368,1701564119,2196.92493088653396384509358586783372563429497087325064720692038880628270658796,2193.05512135247550247282952411943989590910468569355103164660752616415373854931,2174.10864677950144114313491902429908001932587154126074276788929364003766270114
18702496,1701565667,2199.19593496883039484567913462709488769702431982771350451417244893579892874164,2193.96154724184132560350101797463299727113491512017937283443842484602633796994,2176.35169266366894866778951504910339261966501494721259680441270921306524407125
18702624,1701567215,2199.15959191705264968365348210457247101339862179728941588876131343560235683126,2194.92139966200667005081531060183679840607772756426827989955448213214133733514,2176.35169266366894866778951504910339261966501494721259680441270921306524407125
18702752,1701568751,2201.42447116024680652770724800791561142220877320999845012343676140179648941400,2197.90931135728392190889720010038135996482412447105402569514712589833868840919,2178.67307735571906426231761540019822400312236887311128953531281799462831363058
18702880,1701570335,2201.38122383433766362663093535311450679101036987690620543095481773132530350416,2201.91945578444122834649842985894921236486939468221641481238504701036807339095,2178.67307735571906426231761540019822400312236887311128953531281799462831363058
18703008,1701571883,2201.35988020500504621937368922656001050237531370652112883097573566592886708420,2203.27580279018960806059402183784423639608194145133115630531711673273748652830,2178.67307735571906426231761540019822400312236887311128953531281799462831363058
18703136,1701573419,2196.84928766021546263375066870783020224669882861876334605347737685726630234857,2198.44454909555827550844224575858711598553384067665973472059901561851447295777,2174.21857379208107686388854368683695502014530463731670310638377885279145694241
18703264,1701574955,2196.84587420653373180278638550722993660092307592828299613410074002110586800684,2193.45499483267204503597551687385804465797587357563624157596468598268697658983,2174.21857379208107686388854368683695502014530463731670310638377885279145694241
18703392,1701576503,2192.61328259944149082383426728367537618859180409746111665133013725495641639448,2189.34713499528175902216643704255506384337131686392679821341664279097942585934,2170.02950129808743361675863508557627188389571173117687387834918619727517739936
18703520,1701578087,2192.61536646198897828975694462624244406539495348885825872458204354345286330079,2191.85862269122909142227708801771442159871542954734565999443939237610475881593,2170.02950129808743361675863508557627188389571173117687387834918619727517739936
18703648,1701579647,2188.65081263701800292708139179125335577986788833322095463747429605588021232998,2189.73106448432213481998617729108886842080873939981803265744624721641001092167,2166.10268598473456125052327014812308560727230534282726594282757313612300115923
18703776,1701581195,2188.65450218313164960088666290859150436721935662898872983953830505421140945422,2190.65133520312856294387022161027502646450177092697196067537851959281834874157,2166.10268598473456125052327014812308560727230534282726594282757313612300115923
18703904,1701582743,2188.65851024172544109481957321398370331700319124557179942761361108504786483870,2191.74318277759376040460339349202735956788654437817782118905048509089788177657,2166.10268598473456125052327014812308560727230534282726594282757313612300115923
18704032,1701584279,2191.64350968393275225526457844341962914960656114545168531322871250669302577739,2192.40621777474890082172387910030441211102585707785737210831943215928667673899,2169.05280923801315447870407074986857196648954831532636843143559588657736865431
18704160,1701585827,2191.64733706572464027840830630956708145728497237453648349345184135809455507237,2192.44817605030481041662921607264352609579959081210476369912251431202400183731,2169.05280923801315447870407074986857196648954831532636843143559588657736865431
18704288,1701587387,2189.37304992469250947735212899384182984432252298180224288017529358371471124698,2189.85639821700567516714530187638016410016395760634778109143461186003866953121,2166.79764712824614342660207000696274685980437870713163992661132094231362670608
18704416,1701588935,2189.37741231504799459465193709337434188538726723309782127471960314054327697978,2189.76857516411006251632203743685380254481237714550720000706441667854554748017,2166.79764712824614342660207000696274685980437870713163992661132094231362670608
18704544,1701590495,2196.71237018313227598706626813901311030031635369813776313420928605057571500988,2190.47012211348135810837282094831560477054137495759387403230493478356545955548,2174.05257553017271119837720824921616267607684727400434260890772815911134962875
18704672,1701592055,2196.71680652279112493428155626919522472491058034451744689922529693958646083891,2190.99634300889443250797237556833743927853823501157017796257753735097231514092,2174.05257553017271119837720824921616267607684727400434260890772815911134962875
18704800,1701593639,2196.90928513420906878702167950557098128716607745354750947128940299594454332487,2191.59672756720255739585174584578695669372559044402440581464346248566594084316,2174.05257553017271119837720824921616267607684727400434260890772815911134962875
18704928,1701595175,2194.13530890314278364440712333479986599208431465581963783859887149287705683177,2193.44164107930611214600772960551359669490820144378770808988505285087211057935,2171.09594390505863933508352530488206743979054075346223157316828794620993194273
18705056,1701596723,2194.25596622456038410431169544676013392411726970184296920150179818025610601011,2193.95490889184981709870273195470808170968519557317974084526830270232823900277,2171.09594390505863933508352530488206743979054075346223157316828794620993194273
18705184,1701598271,2196.68861301804466886118878436034420258823637864129877349520390151802422904549,2194.74992757773342731093481874234934513488375742031266457567715921257745540571,2173.43512028911426726232316696530841017239878480355726623626744324596337719836
18705312,1701599831,2196.72857167335776007156088398139042130677903605733268836473092819418750801846,2194.91154819980342306545396773025441315315371314047807513960253770106491339154,2173.43512028911426726232316696530841017239878480355726623626744324596337719836
18705440,1701601367,2198.80835173814680821701298824820779169998001418031956669979990659361793008119,2195.84015373506500825666824110437158843852091393174989550331168443913102835918,2175.46944521463068504235387404727538169294004252458718416275205197341123567911
18705568,1701602927,2198.82358859194010061308430866381779608167406521502310488463852261650189801366,2197.29751824806874135811005725394845855494033219215629759190015771277280606831,2175.46944521463068504235387404727538169294004252458718416275205197341123567911
18705696,1701604475,2198.83388627437694604381013201024556590933188339609150161124168998076075788994,2193.95439551040740012733649119348273217612760264691912684206895129651067525610,2175.46944521463068504235387404727538169294004252458718416275205197341123567911
18705824,1701606011,2191.02347620377372437377886291385967056326476620767127676307201900141858838543,2187.52775608207689603520246391349307327769921827455600555482847663973396130781,2167.73405337768615564847806954593186779978695040672442509653172846453778165823
18705952,1701607571,2191.02970819865395019197938377063486484499257472860468877563764973369515417382,2189.16554287533839946928585118272372582235006169391390492827621306740689624007,2167.73405337768615564847806954593186779978695040672442509653172846453778165823
18706080,1701609107,2194.52901599166488549460203557510109152989879760594841838012265922218131878535,2187.66456388737960548655804411280676258662605067397299781219853714216762160602,2171.19086261774726543003562769614194032862595079211146490654411969840966934467
18706208,1701610679,2194.53404192011185394640397847528003376295352399713034197864449067282740275804,2191.83768509316870191423918687874641865656663935422921999841179295115675040368,2171.19086261774726543003562769614194032862595079211146490654411969840966934467
18706336,1701612227,2195.93867087133914967883452574109393450688960162603083689652306122679858484115,2193.01997503406034276293075420539881537187768263996421208509459106179010279158,2172.57589278126776243585972144655636265630203180556905103443376831736649331695
18706464,1701613787,2195.94328071185556157677474059971375384790299251730385134218914634490150048170,2191.16655065834391120277866531199781029269437281283254406508447207642466205924,2172.57589278126776243585972144655636265630203180556905103443376831736649331695
18706592,1701615335,2186.56081296397259181175077773959873459221565349639089848321591885684122101377,2188.59192524745328176752606428223785603882055541670130411174447025163849737976,2163.28883136686717488811035438371375822886058169619835825620617265954713138343
18706720,1701616895,2186.56528896185287442026274035525984008229522551256743907227800588694580872282,2190.99975945023679921332934569248511127047039832364834242375169332285097754065,2163.28883136686717488811035438371375822886058169619835825620617265954713138343
18706848,1701618431,2186.56967424331766937547453194619186659050455046143689976637775914655547398587,2191.39785413484018462272655004635182827626662426360004061513254721683650449897,2163.28883136686717488811035438371375822886058169619835825620617265954713138343
18706976,1701619979,2193.57498366446963987824118158538205122675071147546248138336889626560357068210,2191.46913628582172009408824365059436806809123686470306349654841003942428715690,2170.21517937002338716903654758117762841415397664729918300075619176068546442039
18707104,1701621527,2193.57939852009006771624909863000518551231142063057756859134091308386741169011,2190.52125799549624861389011162768983129975311817273976536592714482000386766371,2170.21517937002338716903654758117762841415397664729918300075619176068546442039
18707232,1701623087,2196.02740797838801001582710282609456730025681692900532694350284027054468823443,2189.73571217090045430120116869118962028114754062279218625370753415848519004058,2172.63271173434579911845319003874079238057911871471464160754794552438505010476
18707360,1701624623,2196.03178778562956338313222348673873097604453989811785469376689647954371006119,2188.61569737524802316935526671417845709879753762179914728732663145402117098080,2172.63271173434579911845319003874079238057911871471464160754794552438505010476
18707488,1701626159,2186.90937240864418661907171465660153713727944667776280981585978187894093258233,2187.95326923170588477237106606719873484191807218401219767837059544814318996639,2163.60318313605801395042935731373336996284683470164732981472267414892171015959
18707616,1701627743,2186.91386854298095749925406997620797559687659370700769427405923264171885246360,2188.12411606711628544676130289692648707318685597515689207333862172797489747534,2163.60318313605801395042935731373336996284683470164732981472267414892171015959
18707744,1701629339,2186.92155061726000491728449733163366826681307245623267695746988559890660782642,2189.03126018571141213081549957931239535496645193214867971988362828977334338862,2163.60318313605801395042935731373336996284683470164732981472267414892171015959
18707872,1701630887,2195.79902104863147149996465031949655248681225864600100993959311595152335174613,2190.67969144920430905747635275069635085487948239072830564346789711409306614433,2172.38163204649369124120159025438008013298626487649661320617693794501238335064
18708000,1701632435,2195.80343219143371913601417375720553599271776562841110376442450679814998612569,2192.77480299547386000166955606947697150976576927902220612446377327300564027116,2172.38163204649369124120159025438008013298626487649661320617693794501238335064
18708128,1701633971,2199.08694325902405427677811111093921290055269931081777415519432619154804902963,2197.01370617193704190634862335737751700160366799492580055793768337198377848379,2175.62578247729320670159406074814797094168401074934411457461145267657073594731
18708256,1701635507,2199.09132665812587901593968529329818427065475005584837061089153525824328150734,2200.74410226511928509900962487519658270259131404360820855526643893360757649129,2175.62578247729320670159406074814797094168401074934411457461145267657073594731
18708384,1701637067,2202.62344900798309221672036902206232746237107069538834150703883273846033534576,2202.04179573515939123135842981702912732342175146030321233587036023261582030328,2179.11580365656790015287940897689426116397208949982535901231758784489887725399
18708512,1701638615,2202.63274858761312551819723400727154584899931540594913559229291983755391776634,2202.25640648483425653128593900947673575398670464020597007700445680094631883414,2179.11580365656790015287940897689426116397208949982535901231758784489887725399
18708640,1701640163,2202.62814123772437435706599306187339200761803664317433133300648068758402156422,2202.28609292122815559681911550329874284502509078753820179411076022272839143446,2179.11580365656790015287940897689426116397208949982535901231758784489887725399
18708768,1701641711,2228.28858278390000931093730214863883777977990775401177576265786952771355850526,2212.85909369507566805646157372991212881410697370285435131668197643904781665634,2204.54472023506040203964283131034411555884382905683361477357704051809510219656
18708896,1701643247,2240.97464645761900073671948163808995796255432702909304604885396391350814678925,2233.66775440239322757830334197987529380424565529436611783972871627675653860870,2217.12200369786146993578847890120136809907226858793647266100741084798026778794
18709024,1701644807,2236.71045608930123459809309693717249199166352370044521390251927385324165880561,2233.78230557905812151430676941401576714280055727432556301205365914766599303981,2212.91593685333798694469985944157346538437658851841511832351240155893570413621
18709152,1701646343,2224.81847877925460920643183281694127286446021056840429476970060210117256221016,2230.07484085545743460449320682227400781236184689560552040444885958700385073846,2201.15536427434525397423492554211770370712731473628266800329440654111999337310
18709280,1701647903,2225.84343832705739555317884322619650947301801622364844737025401748640428868086,2221.91833743634044385432855405592267378714245984865970865428666010275256892954,2202.16972621326776979833138867093498118740244424268350274483327716178556705976
18709408,1701649463,2225.84506393254186725081070208090892397542034341081473465608615282433999157142,2229.81762115504551494099537457162443451056842794882752773934359854881927063175,2202.16972621326776979833138867093498118740244424268350274483327716178556705976
18709536,1701650999,2237.05952847071003049964732895483585133317634952023452335049313635820417076103,2236.73835010363952557014730409969134463562234459685096530529066593566894243802,2213.26204819440461483662817173151643233198535679156796473057512453904029027544
18709664,1701652583,2244.68351179329208136227972920368462350670799417840204935553352087847690371482,2236.91707905043529907754545941075497132098893378396268632367034342841800760444,2220.80124509814614609451270162929224994737871901995523108560971719368192714949
18709792,1701654131,2257.21454358621710216641166532168368805601943237341923827017772731033608411428,2243.66816377646938862652595697142012141662790648481010832828191843526679831166,2233.19494021802675428825526954499198362815813304053826182272484492364375439979
18709920,1701655679,2252.01145951981086772098199886125961119629031611777158429386921048172147567300,2254.55637640696964575604802644958112390569041666887572919298607441340439785281,2228.04300744977537507237874161712713777531866983766251961359197594311104726322
18710048,1701657215,2240.27891022180110960154071614969385772344320349362433980990763621187673294524,2249.18319611849974384225701910286770430878451662854226151652349866799217410098,2216.43105248326749722622225642262343685067654225346751594270650767015303869393
18710176,1701658751,2246.53982789847835528962352123992669056333160750835078365677138942676198230957,2247.02367052862508887182388768918202523240149409643286045684430762821215747524,2222.62097024382308314568139622642494803303268649782421372738623172594326671667
18710304,1701660299,2246.54490594980655278611082189434713714518582303505871347870487571723151464698,2247.96014270265675120460531479315793446974532354684875158506293565414316019966,2222.62097024382308314568139622642494803303268649782421372738623172594326671667
18710432,1701661835,2246.54936030009742281255807193446954355124546262243138193827816038618070089566,2248.81948350728688164508116592407642348556126768210266255435777589663488450900,2222.62097024382308314568139622642494803303268649782421372738623172594326671667
18710560,1701663395,2245.80015895409132293732162440546625044902931102049744354391884327726100692784,2248.69836009475371953882375308624744685010761199541099045612634973230438713740,2221.87526357090232275024414486687363265768191059831666937531433921520644645693
18710688,1701664943,2245.80466363821773912752287183531380650362157349733706105588468571430489908658,2255.26726973252931049624922085581830573618610401453463404055769226073285703814,2221.87526357090232275024414486687363265768191059831666937531433921520644645693
18710816,1701666479,2258.53185118737811237473692955913291577055540170558344561381274423272578223344,2256.64237919826078323415832456082677273503929757691104578099143233053925538121,2234.46239048230419485262134525644485905400685921586286919284569118431697617461
18710944,1701668015,2270.98825210395328019828035163957213669028656792536357244934707843737245654231,2272.98983346991045566181457647261031102019553929407467528485454255371818186062,2246.78156515083029742839563835614633333970071421726278910043390386472099593229
18711072,1701669563,2276.92841597364716875213849147803915210475941095426403526472984458995667684675,2270.80449521008687816016702113344831403102478662787136193969122605560359108693,2252.65388765461462069964017870365789560954224135543180072082367153586509637011
18711200,1701671111,2292.78235065436993026066121607773794697009265162838153886287573713712824211317,2274.18322746608869206554172477158963288334204118986954530473834684770007766043,2268.33424555605523761167296384566987267307128768989834707412119447807071010618
18711328,1701672647,2292.78692099276251918608699964640652058575772324259903094149565980673642585948,2283.54012685763184515125511259498929566184890538758832059000276740925393059636,2268.33424555605523761167296384566987267307128768989834707412119447807071010618
18711456,1701674207,2286.98491992113722540719013089204657388607895266180850962609826230877173946248,2285.42703825653601113974915125255634230519820699492337475786050167636483223542,2262.58954229799900938015636077949677644814679187146985725075254106202409477186
18711584,1701675767,2286.98955018739013039788696998176594229414656030727171426185639955763592124554,2288.83089520723741081009544757860116154593331970391126249970426185352510720231,2262.58954229799900938015636077949677644814679187146985725075254106202409477186
18711712,1701677315,2281.74946632463540394123940674982913612393753506025709529044823547454968294657,2283.54450468050262149644063913196564550921028755814800432828766167291308042977,2257.40082990072248883202570027581204142429191159239136951937984682974031269786
18711840,1701678887,2281.74241509221972139226417299604841942014336669375910047991546543187443954858,2280.37602508157834859376669147678551018748534183034821748607196918951018809156,2257.40082990072248883202570027581204142429191159239136951937984682974031269786
18711968,1701680435,2290.52813296199644807266021484127656215341997426600408485407419386341681526913,2282.69572874485571041545227651409644191349386902543671766960144895782266394627,2266.13725559375917131329801787048630781112323591662394796857550903243107947936
18712096,1701681983,2290.50546017187980468547942581087708605955295311024091861175488242235355479616,2290.89912872363446106886301369152995371822211829751088104721159921037836990611,2266.13725559375917131329801787048630781112323591662394796857550903243107947936
18712224,1701683519,2290.49617061780780120622338301232767360869063832379875184373683074645401508283,2297.56085528561284065442911465301486048341386619466363559455248081961761352174,2266.13725559375917131329801787048630781112323591662394796857550903243107947936
18712352,1701685067,2287.98975366432735526188300589035580466594255511084447118370399537341267755468,2289.22187214582282057877822539934967933467214466313040880678752721121290515780,2263.66116231697219750426388547504206639306211785797048753107136245138620191776
18712480,1701686603,2287.98976652630625416318944346137459134345417249946641976792331445392061647126,2288.37488886625297286547849971636016058520509894845117954089618042849373338737,2263.66116231697219750426388547504206639306211785797048753107136245138620191776
18712608,1701688151,2299.90078489123826554496737849542424393422814095598121009766742309327704860271,2296.24202391583836536089408224082024834993032201506978456056580999391223788338,2275.44347429931241727049825116971498498412905206711797939262457635073189025986
18712736,1701689711,2261.17712514484968825172062307137966934175051986031066875326837738291032972173,2274.65429472255164566601409376213100601256710201402664741684344912210517887276,2237.12844591053556683378731553853248662834949593543162436245092421529211484642
18712864,1701691247,2264.92829603528407692244499968594904216920853680188327839894451485266967516080,2268.85038054638370806348769782894312245419120120977480957221396324019143159140,2240.83599814249238289507775546248466731670193532825987655596844438517624719466
18712992,1701692795,2265.15074298564994934898832374545473229180628717692322428536130102575961325332,2267.27709978826045811712732694251890301101333901950309230276855789516626471056,2240.83599814249238289507775546248466731670193532825987655596844438517624719466
18713120,1701694355,2289.56238680299865311329419740250661767212085417831404827345471984074994927423,2276.51013713703706689568136110467019766666251106737770259686518184590145503417,2263.60199603129384918438571174995291251534021568870023497644099202508643619118
18713248,1701695891,2290.55830436834725644187821525043128006391086908771671387491409972463830093850,2285.37995462878494434458864619131086911662140945295235065062511498314237259248,2263.83489754974546445132429570992590919620734690903127812155273865571252187230
18713376,1701697439,2290.98353380778988413167102899200304769749194344217712930545695967357408700881,2289.88701822320229831002544449122415690000620265991632586138813232865258502121,2263.83489754974546445132429570992590919620734690903127812155273865571252187230
18713504,1701698999,2263.11358911394411137706423068386866171682408302076343574261070514177456198071,2283.08346004415364943723829098430898784881157302601817396793679917816953093060,2236.06327457204923467797754548152876034465889528834101827998723551039709939889
18713632,1701700535,2263.24285675430289120886606728508934453168229251818426598018559486909553278587,2267.36449033800444050152388094690154845410636230079528735213385468279138708997,2236.06327457204923467797754548152876034465889528834101827998723551039709939889
18713760,1701702083,2267.32674747225964237518355395517981414992329293280673290951027368197050092470,2262.01238515441170736367256099930973249748436734699831328723591505503580342508,2240.02490869645551184304995045021004619716034544937148653583526913048638984534
18713888,1701703631,2267.36960266696882014000166400726220946894267996110400486367845198304521353960,2260.04615698289755689362503094594609948881326427375837118893013705552975075168,2240.02490869645551184304995045021004619716034544937148653583526913048638984534
18714016,1701705179,2252.75011855558638373198531661416891362807927586448530639295281001042784080835,2256.02471702327876567963234798080203951803576696902322602069786514489277410146,2225.53945301774527402467395807793014452581042590172165243709814490811760447022
18714144,1701706739,2249.88711711495800070922823411861050682797937906957683201346859482298774894667,2254.33804288062643545833378346338290802075137647520133159404709544461577795102,2222.68341243710940816674546422289755514177159171455789150511256907960160204970
